account_id,customer_id,account_type,account_status,open_date,close_date,current_balance,available_balance,credit_limit,interest_rate,branch_id,officer_id,last_activity_date,first_name,last_name,ssn_hash,date_of_birth,customer_segment,risk_rating,region_code,primary_email,phone_number,acct_age_months,days_inactive,utilization_pct,dormancy_flag,high_balance_flag,snapshot_date,load_timestamp
A00000190,C0000099,MTG,A,2016-09-23,,469742.87,469499.42,0,0.0616,B040,O0017,2021-11-13,Lisa,Martinez,8325618156ee63788e79c5eea29d08a1,1993-08-20,RET,7,NW,lisa.martinez99@example.com,555-464-2650,88,809,,Y,Y,2024-01-31,2026-09-18 19:12:03
A00000191,C0000099,CHK,A,2007-10-03,,864.02,624.58,0,0.0009,B038,O0115,2023-01-24,Lisa,Martinez,8325618156ee63788e79c5eea29d08a1,1993-08-20,RET,7,NW,lisa.martinez99@example.com,555-464-2650,195,372,,Y,N,2024-01-31,2026-09-18 19:12:03
A00000192,C0000100,AUTO,D,2011-10-26,,31513.61,31295.23,0,0.084,B015,O0035,2024-01-27,Nancy,Lewis,52ccdc27bf97e30ad509a77263f36ba7,1952-12-03,PB,3,SW,nancy.lewis100@example.com,555-251-2297,147,4,,N,N,2024-01-31,2026-09-18 19:12:03
A00000193,C0000101,CHK,A,2022-08-13,,1031.04,809.35,0,0.0011,B023,O0022,2024-01-18,Betty,Taylor,515d9a6b9f5813839826c71f078a0be5,1997-06-09,RET,4,W,betty.taylor101@example.com,555-299-4724,17,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000194,C0000101,CC,A,2020-07-13,,4444.47,20555.53,25000,0.2114,B041,O0085,2022-11-18,Betty,Taylor,515d9a6b9f5813839826c71f078a0be5,1997-06-09,RET,4,W,betty.taylor101@example.com,555-299-4724,42,439,17.77788,Y,N,2024-01-31,2026-09-18 19:12:03
A00000195,C0000101,CC,A,2017-10-17,,3122.54,6877.46,10000,0.2181,B011,O0044,2024-01-26,Betty,Taylor,515d9a6b9f5813839826c71f078a0be5,1997-06-09,RET,4,W,betty.taylor101@example.com,555-299-4724,75,5,31.2254,N,N,2024-01-31,2026-09-18 19:12:03
A00000196,C0000101,CD,A,2015-08-17,,25608.92,25508.6,0,0.0447,B001,O0001,2023-12-01,Betty,Taylor,515d9a6b9f5813839826c71f078a0be5,1997-06-09,RET,4,W,betty.taylor101@example.com,555-299-4724,101,61,,N,N,2024-01-31,2026-09-18 19:12:03
A00000197,C0000102,MTG,A,2007-09-30,,156819.42,156782.87,0,0.0647,B032,O0070,2024-01-29,Mark,Torres,80a8342f723f6bbe961d2b91c608b02c,1973-11-21,RET,3,W,mark.torres102@example.com,555-354-4064,196,2,,N,N,2024-01-31,2026-09-18 19:12:03
A00000198,C0000102,CD,A,2015-09-27,,40407.73,40268.7,0,0.0515,B022,O0059,2023-12-29,Mark,Torres,80a8342f723f6bbe961d2b91c608b02c,1973-11-21,RET,3,W,mark.torres102@example.com,555-354-4064,100,33,,N,N,2024-01-31,2026-09-18 19:12:03
A00000199,C0000103,MTG,A,2008-08-09,,328892.25,328645.26,0,0.0634,B039,O0100,2024-01-18,Paul,Wright,f28f48a46244cb8ab3d8e0367277d355,1985-01-06,SMB,3,MW,paul.wright103@example.com,555-421-3728,185,13,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000200,C0000103,CHK,A,2019-03-17,,6608.94,6593.9,0,0.0011,B027,O0039,2023-07-18,Paul,Wright,f28f48a46244cb8ab3d8e0367277d355,1985-01-06,SMB,3,MW,paul.wright103@example.com,555-421-3728,58,197,,N,N,2024-01-31,2026-09-18 19:12:03
A00000201,C0000103,AUTO,A,2018-11-06,,61241.54,61061.87,0,0.0841,B035,O0030,2023-12-07,Paul,Wright,f28f48a46244cb8ab3d8e0367277d355,1985-01-06,SMB,3,MW,paul.wright103@example.com,555-421-3728,62,55,,N,N,2024-01-31,2026-09-18 19:12:03
A00000202,C0000104,CC,A,2022-12-24,,26923.48,0,25000,0.2511,B028,O0065,2024-01-28,Ronald,Anderson,a2a816f41489d8219a136ed4cc11172a,1964-12-18,RET,3,SW,ronald.anderson104@example.com,555-988-3665,13,3,107.69392,N,N,2024-01-31,2026-09-18 19:12:03
A00000203,C0000105,CHK,D,2016-08-04,,3914.03,3737.65,0,0.0009,B011,O0031,2023-04-13,Sandra,Clark,f321c7c00c2784a5dd316fc1f6505188,1956-04-11,PB,5,NW,sandra.clark105@example.com,555-285-7883,89,293,,N,N,2024-01-31,2026-09-18 19:12:03
A00000204,C0000105,HELC,A,2021-05-06,,53817.32,46182.68,100000,0.0915,B032,O0051,2024-01-22,Sandra,Clark,f321c7c00c2784a5dd316fc1f6505188,1956-04-11,PB,5,NW,sandra.clark105@example.com,555-285-7883,32,9,53.81732,N,N,2024-01-31,2026-09-18 19:12:03
A00000205,C0000106,LOC,A,2014-10-19,,30055.02,69944.98,100000,0.1121,B017,O0091,2023-11-30,Linda,Jackson,e7b73027b6a6437791656a80d3ba567f,1980-03-09,COMM,6,NW,linda.jackson106@example.com,555-347-6929,111,62,30.05502,N,N,2024-01-31,2026-09-18 19:12:03
A00000206,C0000107,PERS,D,2014-09-26,,35007.9,34864.02,0,0.1545,B037,O0031,2024-01-03,Barbara,Roberts,4a94e28bba4f698129c13935b31572a0,1956-03-09,RET,5,NW,barbara.roberts107@example.com,555-335-6730,112,28,,N,N,2024-01-31,2026-09-18 19:12:03
A00000207,C0000108,CC,A,2017-02-08,,7429.09,7570.91,15000,0.2489,B005,O0027,2024-01-22,Matthew,Green,188e6903a4a93fe9ae00fcc086d63236,1955-09-14,PB,4,NW,matthew.green108@example.com,555-324-9172,83,9,49.527266667,N,N,2024-01-31,2026-09-18 19:12:03
A00000208,C0000109,SAV,A,2015-07-18,,2407.64,2364.09,0,0.0326,B043,O0020,2023-12-18,Betty,Campbell,61214408634332e8a1e88c427a5f526e,1957-04-20,COMM,3,SW,betty.campbell109@example.com,555-291-1747,102,44,,N,N,2024-01-31,2026-09-18 19:12:03
A00000209,C0000110,SAV,A,2021-11-28,,24567.09,24560.44,0,0.0288,B019,O0060,2024-01-10,William,Walker,a7095eb74150346ba3fd374a7dabbec9,1999-02-14,RET,2,MW,william.walker110@example.com,555-242-7770,26,21,,N,N,2024-01-31,2026-09-18 19:12:03
A00000210,C0000110,CC,A,2008-10-25,,2705.99,7294.01,10000,0.2449,B025,O0088,2024-01-31,William,Walker,a7095eb74150346ba3fd374a7dabbec9,1999-02-14,RET,2,MW,william.walker110@example.com,555-242-7770,183,0,27.0599,N,N,2024-01-31,2026-09-18 19:12:03
A00000211,C0000110,CHK,A,2009-08-14,,575.05,391.47,0,0.001,B018,O0016,2023-05-08,William,Walker,a7095eb74150346ba3fd374a7dabbec9,1999-02-14,RET,2,MW,william.walker110@example.com,555-242-7770,173,268,,N,N,2024-01-31,2026-09-18 19:12:03
A00000212,C0000111,LOC,A,2021-04-18,,10444.85,89555.15,100000,0.117,B043,O0086,2024-01-17,Matthew,Williams,0015a9d4821c8813674fcb33f7c8fac5,1986-01-18,RET,4,MW,matthew.williams111@example.com,555-796-3578,33,14,10.44485,N,N,2024-01-31,2026-09-18 19:12:03
A00000213,C0000111,CC,A,2010-11-07,,3538.52,11461.48,15000,0.2182,B021,O0051,2024-01-27,Matthew,Williams,0015a9d4821c8813674fcb33f7c8fac5,1986-01-18,RET,4,MW,matthew.williams111@example.com,555-796-3578,158,4,23.590133333,N,N,2024-01-31,2026-09-18 19:12:03
A00000214,C0000112,CC,A,2020-03-11,,5511.35,19488.65,25000,0.246,B002,O0060,2024-01-21,Robert,Martin,05e4528982be6e5068e730ffe13ec11d,1966-05-09,RET,3,W,robert.martin112@example.com,555-909-6316,46,10,22.0454,N,N,2024-01-31,2026-09-18 19:12:03
A00000215,C0000113,CC,F,2019-08-01,,5456.75,4543.25,10000,0.217,B009,O0028,2023-10-08,Daniel,Taylor,091916f936bae59dc9915ca2a65f9e7a,1996-03-22,RET,3,NE,daniel.taylor113@example.com,555-420-9742,53,115,54.5675,N,N,2024-01-31,2026-09-18 19:12:03
A00000216,C0000113,MMA,A,2020-03-15,,223745.05,223695.59,0,0.0371,B009,O0009,2023-12-15,Daniel,Taylor,091916f936bae59dc9915ca2a65f9e7a,1996-03-22,RET,3,NE,daniel.taylor113@example.com,555-420-9742,46,47,,N,N,2024-01-31,2026-09-18 19:12:03
A00000217,C0000114,AUTO,A,2012-04-09,,20766.64,20693.29,0,0.0855,B011,O0045,2024-01-28,Edward,Campbell,d3aba572a39f9caa2b70ed211b619d31,1967-08-28,RET,2,W,edward.campbell114@example.com,555-637-5285,141,3,,N,N,2024-01-31,2026-09-18 19:12:03
A00000218,C0000115,CD,A,2010-04-14,,65969.01,65768.22,0,0.0514,B016,O0044,2023-04-14,Margaret,Thomas,3f7451da5017f5d6e05a47e348285e8b,1977-07-31,PREM,4,SW,margaret.thomas115@example.com,555-697-1683,165,292,,N,N,2024-01-31,2026-09-18 19:12:03
A00000219,C0000116,MTG,A,2008-02-18,,138748.84,138553.53,0,0.0642,B011,O0054,2024-01-18,Jessica,Ramirez,4f9d83dd4112ffa0a96cf118404188a7,1991-06-23,RET,6,NW,jessica.ramirez116@example.com,555-338-1682,191,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000220,C0000116,CC,A,2020-09-05,,2290.71,5209.29,7500,0.2383,B040,O0115,2024-01-17,Jessica,Ramirez,4f9d83dd4112ffa0a96cf118404188a7,1991-06-23,RET,6,NW,jessica.ramirez116@example.com,555-338-1682,40,14,30.5428,N,N,2024-01-31,2026-09-18 19:12:03
A00000221,C0000116,CC,D,2023-03-31,,1286.93,213.07,1500,0.2211,B015,O0088,2023-11-03,Jessica,Ramirez,4f9d83dd4112ffa0a96cf118404188a7,1991-06-23,RET,6,NW,jessica.ramirez116@example.com,555-338-1682,10,89,85.795333333,N,N,2024-01-31,2026-09-18 19:12:03
A00000222,C0000117,PERS,A,2023-12-14,,28092.93,28075.13,0,0.1557,B015,O0027,2024-01-26,Jennifer,White,f210ff211694ae46edec43c300737337,1953-03-02,RET,4,SE,jennifer.white117@example.com,555-773-4756,1,5,,N,N,2024-01-31,2026-09-18 19:12:03
A00000223,C0000117,CHK,A,2016-08-16,,33685.09,33623.13,0,0.0011,B014,O0089,2022-11-11,Jennifer,White,f210ff211694ae46edec43c300737337,1953-03-02,RET,4,SE,jennifer.white117@example.com,555-773-4756,89,446,,Y,N,2024-01-31,2026-09-18 19:12:03
A00000224,C0000118,PERS,A,2019-10-24,,32974.08,32770.57,0,0.1366,B012,O0049,2023-11-09,Kevin,Anderson,e87afac8a983f1b3b9d503d5d50ee3d4,1965-03-11,RET,2,NE,kevin.anderson118@example.com,555-410-3698,51,83,,N,N,2024-01-31,2026-09-18 19:12:03
A00000225,C0000118,PERS,A,2011-08-06,,27386.39,27142.71,0,0.1365,B014,O0059,2023-11-02,Kevin,Anderson,e87afac8a983f1b3b9d503d5d50ee3d4,1965-03-11,RET,2,NE,kevin.anderson118@example.com,555-410-3698,149,90,,N,N,2024-01-31,2026-09-18 19:12:03
A00000226,C0000118,SAV,A,2021-10-20,,12320.19,12314.08,0,0.0328,B018,O0014,2024-01-25,Kevin,Anderson,e87afac8a983f1b3b9d503d5d50ee3d4,1965-03-11,RET,2,NE,kevin.anderson118@example.com,555-410-3698,27,6,,N,N,2024-01-31,2026-09-18 19:12:03
A00000227,C0000118,MMA,A,2017-02-25,,312712.4,312577.1,0,0.0389,B042,O0034,2024-01-27,Kevin,Anderson,e87afac8a983f1b3b9d503d5d50ee3d4,1965-03-11,RET,2,NE,kevin.anderson118@example.com,555-410-3698,83,4,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000228,C0000119,CHK,A,2015-02-16,,2041.55,1816.95,0,0.001,B008,O0042,2023-12-13,Kimberly,Hill,c58e6b516ae0e247936122d0605f6be0,1988-12-27,RET,3,NE,kimberly.hill119@example.com,555-436-9264,107,49,,N,N,2024-01-31,2026-09-18 19:12:03
A00000229,C0000120,CHK,A,2011-10-07,,2489.21,2348.63,0,0.001,B021,O0039,2023-10-22,James,Baker,9e55c2a96ab51f365a0cedf2e8c4278c,1976-04-23,RET,3,W,james.baker120@example.com,555-635-9607,147,101,,N,N,2024-01-31,2026-09-18 19:12:03
A00000230,C0000120,MTG,A,2017-12-18,,160984.52,160866.89,0,0.0704,B025,O0011,2024-01-29,James,Baker,9e55c2a96ab51f365a0cedf2e8c4278c,1976-04-23,RET,3,W,james.baker120@example.com,555-635-9607,73,2,,N,N,2024-01-31,2026-09-18 19:12:03
A00000231,C0000120,SAV,A,2015-09-01,,28375.84,28272.38,0,0.0304,B010,O0092,2023-11-15,James,Baker,9e55c2a96ab51f365a0cedf2e8c4278c,1976-04-23,RET,3,W,james.baker120@example.com,555-635-9607,100,77,,N,N,2024-01-31,2026-09-18 19:12:03
A00000232,C0000121,CC,R,2022-09-16,,963.93,536.07,1500,0.219,B024,O0081,2024-01-27,Betty,Johnson,8d1833306c5d294b6ca6b3ab4f0bee5f,1985-03-07,RET,1,MW,betty.johnson121@example.com,555-226-9774,16,4,64.262,N,N,2024-01-31,2026-09-18 19:12:03
A00000233,C0000122,SAV,A,2009-09-15,,703.02,651.77,0,0.0337,B048,O0120,2024-01-26,Joshua,Lopez,57cc62e5960fd4364651537e63aed09e,1999-10-04,RET,5,NE,joshua.lopez122@example.com,555-361-4809,172,5,,N,N,2024-01-31,2026-09-18 19:12:03
A00000234,C0000123,CHK,A,2021-07-05,,6259.48,6210.09,0,0.0009,B027,O0079,2024-01-30,Donna,Nguyen,e8386e5879bc11e47e33a1ffde8f71f7,1965-06-13,RET,3,SE,donna.nguyen123@example.com,555-302-0580,30,1,,N,N,2024-01-31,2026-09-18 19:12:03
A00000235,C0000123,SAV,A,2010-02-19,,4973.04,4911.21,0,0.0289,B025,O0061,2024-01-30,Donna,Nguyen,e8386e5879bc11e47e33a1ffde8f71f7,1965-06-13,RET,3,SE,donna.nguyen123@example.com,555-302-0580,167,1,,N,N,2024-01-31,2026-09-18 19:12:03
A00000236,C0000124,CD,D,2016-05-25,,125081.27,124861.87,0,0.0496,B023,O0040,2024-01-19,Jessica,Hill,d2e05216543f65bde968330d14029a5e,1985-05-06,RET,5,W,jessica.hill124@example.com,555-916-2303,92,12,,N,N,2024-01-31,2026-09-18 19:12:03
A00000237,C0000125,SAV,A,2017-10-01,,3744.76,3563.57,0,0.0306,B033,O0052,2024-01-31,Kimberly,Davis,2ecf539935dc1aeacc971980003caf94,1982-04-12,RET,3,SW,kimberly.davis125@example.com,555-595-5364,75,0,,N,N,2024-01-31,2026-09-18 19:12:03
A00000238,C0000125,CC,A,2020-01-20,,870.83,629.17,1500,0.2003,B037,O0078,2024-01-31,Kimberly,Davis,2ecf539935dc1aeacc971980003caf94,1982-04-12,RET,3,SW,kimberly.davis125@example.com,555-595-5364,48,0,58.055333333,N,N,2024-01-31,2026-09-18 19:12:03
A00000239,C0000126,MTG,A,2020-10-05,,300050.62,299949.09,0,0.0733,B034,O0083,2024-01-27,George,Robinson,f82798eef113672d26dbfa603dd9a7a8,1959-10-01,RET,2,SW,george.robinson126@example.com,555-690-5204,39,4,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000240,C0000126,PERS,P,2020-06-11,,41164.49,40974.91,0,0.1401,B030,O0055,2024-01-26,George,Robinson,f82798eef113672d26dbfa603dd9a7a8,1959-10-01,RET,2,SW,george.robinson126@example.com,555-690-5204,43,5,,N,N,2024-01-31,2026-09-18 19:12:03
A00000241,C0000126,MMA,A,2017-10-02,,118450.58,118409.93,0,0.0391,B020,O0021,2023-09-20,George,Robinson,f82798eef113672d26dbfa603dd9a7a8,1959-10-01,RET,2,SW,george.robinson126@example.com,555-690-5204,75,133,,N,N,2024-01-31,2026-09-18 19:12:03
A00000242,C0000127,MMA,A,2012-12-15,,5075.39,4864.46,0,0.042,B031,O0047,2022-05-12,Mark,Green,bdcfe182465ae38de2abbaeb17524c31,1999-02-13,PREM,4,SE,mark.green127@example.com,555-472-2364,133,629,,Y,N,2024-01-31,2026-09-18 19:12:03
A00000243,C0000128,SAV,A,2008-08-22,,1235.81,1146.8,0,0.0347,B027,O0005,2023-05-22,Susan,Roberts,1f82ed5677f86308fd1297bf9bcc4a6e,1974-07-26,RET,3,NW,susan.roberts128@example.com,555-764-9987,185,254,,N,N,2024-01-31,2026-09-18 19:12:03
A00000244,C0000128,LOC,A,2008-02-23,,37736.53,62263.47,100000,0.1142,B030,O0009,2023-10-26,Susan,Roberts,1f82ed5677f86308fd1297bf9bcc4a6e,1974-07-26,RET,3,NW,susan.roberts128@example.com,555-764-9987,191,97,37.73653,N,N,2024-01-31,2026-09-18 19:12:03
A00000245,C0000129,CHK,A,2015-02-06,,1426.03,1208.59,0,0.0011,B026,O0100,2024-01-29,Dorothy,Martinez,c4afbf506fb194480e79599944617165,1947-07-17,RET,,SE,dorothy.martinez129@example.com,555-887-4006,107,2,,N,N,2024-01-31,2026-09-18 19:12:03
A00000246,C0000129,AUTO,A,2021-03-15,,54895.67,54816.63,0,0.074,B005,O0106,2023-07-27,Dorothy,Martinez,c4afbf506fb194480e79599944617165,1947-07-17,RET,,SE,dorothy.martinez129@example.com,555-887-4006,34,188,,N,N,2024-01-31,2026-09-18 19:12:03
A00000247,C0000130,CC,A,2008-01-30,,345.99,2654.01,3000,0.2126,B033,O0044,2023-04-16,Robert,Flores,d4bb5e42e727d22faee2afd3bcfad283,2000-01-23,RET,4,SE,robert.flores130@example.com,555-898-8884,192,290,11.533,N,N,2024-01-31,2026-09-18 19:12:03
A00000248,C0000131,CC,A,2014-12-13,,453.21,1046.79,1500,0.2219,B023,O0065,2024-01-17,Anthony,Hernandez,0b41cfb8c822b630ed0881a8605981a6,1946-05-30,SMB,3,NW,anthony.hernandez131@example.com,555-203-5084,109,14,30.214,N,N,2024-01-31,2026-09-18 19:12:03
A00000249,C0000131,SAV,A,2018-08-26,,-668.58,0,0,0.0299,B044,O0059,2024-01-28,Anthony,Hernandez,0b41cfb8c822b630ed0881a8605981a6,1946-05-30,SMB,3,NW,anthony.hernandez131@example.com,555-203-5084,65,3,,N,N,2024-01-31,2026-09-18 19:12:03
A00000250,C0000131,PERS,A,2007-10-01,,40812.01,40616.05,0,0.1406,B009,O0035,2023-09-20,Anthony,Hernandez,0b41cfb8c822b630ed0881a8605981a6,1946-05-30,SMB,3,NW,anthony.hernandez131@example.com,555-203-5084,195,133,,N,N,2024-01-31,2026-09-18 19:12:03
A00000251,C0000132,MTG,D,2015-12-22,,132337.87,132146.96,0,0.0711,B005,O0117,2023-12-27,Emily,Harris,777f43a468d7b52014bdbc450f2595ac,1966-01-24,SMB,4,NW,emily.harris132@example.com,555-618-5699,97,35,,N,N,2024-01-31,2026-09-18 19:12:03
A00000252,C0000132,AUTO,A,2022-07-17,,36734.63,36607.88,0,0.0829,B005,O0008,2024-01-18,Emily,Harris,777f43a468d7b52014bdbc450f2595ac,1966-01-24,SMB,4,NW,emily.harris132@example.com,555-618-5699,18,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000253,C0000133,IRA,A,2019-04-22,,33377.32,33341.23,0,0.048,B034,O0005,2024-01-16,Ashley,Nelson,e577cac7884e4fb423a182dad7c1605e,1975-09-20,RET,2,SE,ashley.nelson133@example.com,555-967-3102,57,15,,N,N,2024-01-31,2026-09-18 19:12:03
A00000254,C0000133,MTG,A,2016-11-10,,727444.58,727443.46,0,0.0684,B032,O0107,2024-01-20,Ashley,Nelson,e577cac7884e4fb423a182dad7c1605e,1975-09-20,RET,2,SE,ashley.nelson133@example.com,555-967-3102,86,11,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000255,C0000134,CHK,A,2011-04-28,,9747.99,9733.27,0,0.0009,B021,O0045,2024-01-29,Ronald,Rivera,8a3ea71a451b1cb267e30d1c152684e6,1984-04-13,RET,,SW,ronald.rivera134@example.com,555-319-5747,153,2,,N,N,2024-01-31,2026-09-18 19:12:03
A00000256,C0000135,CC,A,2008-01-06,,742.13,2257.87,3000,0.2376,B010,O0023,2024-01-23,Margaret,Nguyen,28b01e2cb1f01b8ea0153b23fb3d960c,1959-11-18,RET,3,W,margaret.nguyen135@example.com,555-241-5051,192,8,24.737666667,N,N,2024-01-31,2026-09-18 19:12:03
A00000257,C0000135,AUTO,A,2008-12-29,,16819.37,16574.78,0,0.0724,B023,O0001,2024-01-26,Margaret,Nguyen,28b01e2cb1f01b8ea0153b23fb3d960c,1959-11-18,RET,3,W,margaret.nguyen135@example.com,555-241-5051,181,5,,N,N,2024-01-31,2026-09-18 19:12:03
A00000258,C0000135,SAV,A,2010-03-04,,5515.07,5289.2,0,0.0333,B035,O0026,2024-01-24,Margaret,Nguyen,28b01e2cb1f01b8ea0153b23fb3d960c,1959-11-18,RET,3,W,margaret.nguyen135@example.com,555-241-5051,166,7,,N,N,2024-01-31,2026-09-18 19:12:03
A00000259,C0000136,CC,A,2008-04-14,,1005.41,1994.59,3000,0.2175,B009,O0070,2024-01-23,Paul,Baker,5a4459174e9daa00edaf8150cad8f0f3,1972-01-10,PREM,6,SE,paul.baker136@example.com,555-381-3894,189,8,33.513666667,N,N,2024-01-31,2026-09-18 19:12:03
A00000260,C0000136,MTG,D,2012-02-16,,784004.07,783972.37,0,0.066,B005,O0078,2024-01-19,Paul,Baker,5a4459174e9daa00edaf8150cad8f0f3,1972-01-10,PREM,6,SE,paul.baker136@example.com,555-381-3894,143,12,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000261,C0000136,IRA,A,2008-12-24,,206471.77,206448.03,0,0.0446,B006,O0044,2023-10-19,Paul,Baker,5a4459174e9daa00edaf8150cad8f0f3,1972-01-10,PREM,6,SE,paul.baker136@example.com,555-381-3894,181,104,,N,N,2024-01-31,2026-09-18 19:12:03
A00000262,C0000136,SAV,A,2021-08-30,,619.89,371.79,0,0.0303,B016,O0048,2024-01-30,Paul,Baker,5a4459174e9daa00edaf8150cad8f0f3,1972-01-10,PREM,6,SE,paul.baker136@example.com,555-381-3894,29,1,,N,N,2024-01-31,2026-09-18 19:12:03
A00000264,C0000137,SAV,A,2019-04-29,,-1550.66,0,0,0.0358,B021,O0037,2024-01-19,Mark,Sanchez,162b5f1caf9aa3ca7d0ae3c011036cac,1970-02-02,PREM,6,NW,mark.sanchez137@example.com,555-520-5512,57,12,,N,N,2024-01-31,2026-09-18 19:12:03
A00000265,C0000137,MTG,A,2010-03-18,,666851.08,666705.49,0,0.0628,B037,O0039,2024-01-21,Mark,Sanchez,162b5f1caf9aa3ca7d0ae3c011036cac,1970-02-02,PREM,6,NW,mark.sanchez137@example.com,555-520-5512,166,10,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000266,C0000138,CC,A,2019-08-21,,145.45,1354.55,1500,0.2449,B031,O0022,2024-01-21,Thomas,Davis,d9d902b268af763a2f53149c3a129bd1,1977-10-17,RET,4,W,thomas.davis138@example.com,555-668-6472,53,10,9.6966666667,N,N,2024-01-31,2026-09-18 19:12:03
A00000267,C0000139,MTG,A,2008-10-20,,587450.62,587234.74,0,0.0604,B041,O0001,2024-01-20,Amanda,Jackson,1ba25bec47c0de746bcf03401e7af5e4,1959-02-09,PREM,3,SE,amanda.jackson139@example.com,555-526-3083,183,11,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000268,C0000139,CHK,A,2012-03-05,,2048.51,2002.54,0,0.0011,B041,O0098,2024-01-18,Amanda,Jackson,1ba25bec47c0de746bcf03401e7af5e4,1959-02-09,PREM,3,SE,amanda.jackson139@example.com,555-526-3083,142,13,,N,N,2024-01-31,2026-09-18 19:12:03
A00000270,C0000140,CC,A,2011-07-11,,2158.81,2841.19,5000,0.2017,B023,O0016,2024-01-31,Sandra,Anderson,8ae3e1137c83aee6281a06ff96f49d2a,1953-11-25,CORP,2,MW,sandra.anderson140@example.com,555-976-7413,150,0,43.1762,N,N,2024-01-31,2026-09-18 19:12:03
A00000271,C0000140,CHK,A,2008-08-16,,1238.12,1020.31,0,0.001,B014,O0096,2024-01-23,Sandra,Anderson,8ae3e1137c83aee6281a06ff96f49d2a,1953-11-25,CORP,2,MW,sandra.anderson140@example.com,555-976-7413,185,8,,N,N,2024-01-31,2026-09-18 19:12:03
A00000272,C0000141,MTG,A,2017-05-05,,434898.35,434692.73,0,0.0691,B013,O0106,2024-01-21,Joseph,Thompson,64079d6549615a59f60fedd71729c8b1,1978-02-21,SMB,2,W,joseph.thompson141@example.com,555-591-8177,80,10,,N,Y,2024-01-31,2026-09-18 19:12:03
A00000274,C0000142,CC,A,2013-09-19,,1236.27,3763.73,5000,0.2231,B002,O0102,2024-01-21,Mark,Clark,ad8ba033f6d9c804ebe2f5e3e3844572,1970-01-02,RET,5,NE,mark.clark142@example.com,555-545-9009,124,10,24.7254,N,N,2024-01-31,2026-09-18 19:12:03
A00000275,C0000142,CC,A,2014-08-08,,598.36,901.64,1500,0.2376,B039,O0064,2024-01-30,Mark,Clark,ad8ba033f6d9c804ebe2f5e3e3844572,1970-01-02,RET,5,NE,mark.clark142@example.com,555-545-9009,113,1,39.890666667,N,N,2024-01-31,2026-09-18 19:12:03
A00000276,C0000143,HELC,F,2017-04-09,,65614.44,84385.56,150000,0.0868,B047,O0093,2024-01-28,Margaret,Gonzalez,648aff36368d70efbf5386d229855801,1989-08-03,RET,2,W,margaret.gonzalez143@example.com,555-633-8909,81,3,43.74296,N,N,2024-01-31,2026-09-18 19:12:03
A00000277,C0000143,AUTO,A,2023-06-16,,32888.45,32822.1,0,0.0823,B047,O0090,2024-01-29,Margaret,Gonzalez,648aff36368d70efbf5386d229855801,1989-08-03,RET,2,W,margaret.gonzalez143@example.com,555-633-8909,7,2,,N,N,2024-01-31,2026-09-18 19:12:03
A00000278,C0000144,CHK,A,2018-06-18,,20627.59,20491.16,0,0.0009,B004,O0112,2023-10-24,Barbara,Flores,6445d91994d9de39b1c2e0738780f31f,1966-10-30,RET,5,NE,barbara.flores144@example.com,555-856-2951,67,99,,N,N,2024-01-31,2026-09-18 19:12:03
A00000279,C0000144,CC,A,2022-01-11,,3058.49,6941.51,10000,0.2074,B016,O0110,2024-01-18,Barbara,Flores,6445d91994d9de39b1c2e0738780f31f,1966-10-30,RET,5,NE,barbara.flores144@example.com,555-856-2951,24,13,30.5849,N,N,2024-01-31,2026-09-18 19:12:03
A00000280,C0000145,CC,A,2013-04-30,,5435.69,19564.31,25000,0.2483,B006,O0020,2024-01-19,Matthew,Green,414e8c18be59333a32e5f1f48b7c7d62,1985-03-05,RET,5,W,matthew.green145@example.com,555-952-7336,129,12,21.74276,N,N,2024-01-31,2026-09-18 19:12:03
A00000281,C0000146,MMA,A,2008-05-03,,161922.92,161912.79,0,0.0381,B045,O0082,2023-02-06,John,Clark,5c5b6a3d9ec321d2cf195b8686d4ad06,1997-10-03,RET,3,SE,john.clark146@example.com,555-806-2316,188,359,,N,N,2024-01-31,2026-09-18 19:12:03
A00000282,C0000146,SAV,A,2014-03-06,,45287.1,45282.62,0,0.0311,B031,O0008,2023-01-17,John,Clark,5c5b6a3d9ec321d2cf195b8686d4ad06,1997-10-03,RET,3,SE,john.clark146@example.com,555-806-2316,118,379,,Y,N,2024-01-31,2026-09-18 19:12:03
A00000283,C0000146,CHK,A,2013-02-25,,5185.67,5072.3,0,0.0011,B037,O0028,2024-01-31,John,Clark,5c5b6a3d9ec321d2cf195b8686d4ad06,1997-10-03,RET,3,SE,john.clark146@example.com,555-806-2316,131,0,,N,N,2024-01-31,2026-09-18 19:12:03
